0,77,
10,70,
20,71
30,66
40,56
50,46
60,46
70,47
80,47
90,47
100,49,
110,51,
120,52
130,56
140,56
150,53
160,52
170,51
180,50
190,55
200,60
210,73
220,73
230,72
240,70
250,71
260,65
270,64
280,57
290,53
300,54
310,54
320,57
330,55
340,56
350,54
360,54
370,54
380,53
390,55
400,54
410,50
420,49
430 ,49
440 ,50
450 ,52
460 ,58
470 ,60
480 ,59
490 ,53
500 ,52
510 ,53
520 ,53
530 ,53
540 ,61
550 ,67
560 ,74
570 ,71
580 ,62
590 ,58
600 ,57
