0,62
10,62
20,63
30,63
40,64
50,64
60,63
70,61
80,60
90,59
100,60
110,61
120,63
130,63
140,62
150,61
160,59
170,59
180,59
190,60
200,60
210,59
220,57
230,59
240,64
250,66
260,68
270,69
280,67
290,62
300,60
310,60
320,61
330,60
340,58
350,58
360,58
370,58
380,58
390,58
400,56
410,55
420,58
430,60
440,61
450,59
460,58
470,58
480,58
490,59
500,61
510,60
520,57
530,57
540,56
550,57
560,57
570,62
580,67
590,67
600,67
